Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
1054356359096033281,Big Night In Texas!!!!,Donald J. Trump,realDonaldTrump,Mon Oct 22 12:58:39 +0000 2018,67833,13508,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1054430376557535232,“Shock report: US paying more for illegal immigrant births than Trump’s wall” https://t.co/FX3ljN7kPS,Donald J. Trump,realDonaldTrump,Mon Oct 22 17:52:46 +0000 2018,60912,26059,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,0
1054432329710608385,“America: the Cleanest Air in the World - BY FAR!” https://t.co/rMtxHSnof4,Donald J. Trump,realDonaldTrump,Mon Oct 22 18:00:32 +0000 2018,54488,15760,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,0,0,0
1054451956608049152,....I say of course they’re low - because for the first time in 50 years I am making them pay a big price for doing business with America. Why should they like me? — But I still like them!,Donald J. Trump,realDonaldTrump,Mon Oct 22 19:18:31 +0000 2018,70093,13201,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,0
1054451954397667328,"The Fake News Media has been talking about recent approval ratings of me by countries around the world, including the European Union, as being very low....",Donald J. Trump,realDonaldTrump,Mon Oct 22 19:18:31 +0000 2018,59844,12545,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1054454173142380544,"WOW - thank you Houston, Texas! I am departing @Andrews_JBA now. See you in a few hours!! #MAGA???? https://t.co/UxZCo19cxT",Donald J. Trump,realDonaldTrump,Mon Oct 22 19:27:20 +0000 2018,54683,13606,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Video,0,1,1
1054460902076862466,"Last day to register to VOTE in Alabama, California, South Dakota and Wyoming! #JobsNotMobs https://t.co/0pWiwCq4MH https://t.co/hmQgqgmbyE",Donald J. Trump,realDonaldTrump,Mon Oct 22 19:54:04 +0000 2018,32618,9147,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,1,0
1054461380797943809,Let’s go FLORIDA! https://t.co/0pWiwCq4MH https://t.co/6kaVM1TaiB,Donald J. Trump,realDonaldTrump,Mon Oct 22 19:55:58 +0000 2018,39217,11248,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,0
1054486312701517824,"Massive crowds inside and outside of the @ToyotaCenter in Houston, Texas. Landing shortly - see everyone soon! #MAGA????https://t.co/0pWiwCq4MH https://t.co/tj5S6Z2GY7",Donald J. Trump,realDonaldTrump,Mon Oct 22 21:35:03 +0000 2018,64296,16077,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Video,1,1,1
1054543818249388034,https://t.co/flKQuv9MnX,Donald J. Trump,realDonaldTrump,Tue Oct 23 01:23:33 +0000 2018,45208,11638,Undetermined,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,0
1054545561234427905,"THANK YOU HOUSTON, TEXAS. Get out and https://t.co/0pWiwCHGbh! #JobsNotMobs https://t.co/JXiFjDFH6R https://t.co/Ebc1JfgUys",Donald J. Trump,realDonaldTrump,Tue Oct 23 01:30:28 +0000 2018,59555,16127,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,2,1,0
1054556416155910144,At stake in this Election is whether we continue the extraordinary prosperity we have achieved - or whether we let the Radical Democrat Mob take a giant wrecking ball to our Country and our Economy! #JobsNotMobs https://t.co/POhRivI1BZ,Donald J. Trump,realDonaldTrump,Tue Oct 23 02:13:36 +0000 2018,59454,17062,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,0,1,0
